EPE **** Flowgate Analysis Summary. StudySystem:Export ReferSystem:Import DFAX CutOff=     0.030[TARA Ver 2301.2.0.0 64-bit - Fri Jul 21 13:12:37 2023]

 Loadflow Case: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\22SSWG_2025_SUM1_U1_04-study.raw
 Study Data File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\files\SUB.sub
 Contingency File: not provided
 Monitor File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\test.fgt
 Exclude File: not provided
 Pre/Post Contingency PAR Adjustment: Adjusted/Fixed

Ind,FgID,Flowgate Name                                         , Cont Name                                                      ,    Flow,   Rating,HeadRoom,Loading%,CongExpo,LikeHd,NAre,PrbType,Type, PInd,DwnStLoad,LdDfaxAver,LdTotlImp, HarmDisp, HelpDisp, HarmMax, HelpMax, NHarms, NHelps, HarmDfaxAvrOn, HarmDfaxAvrPmax, HelpDfaxAvrOn, HelpDfaxAvrPmax, MinFlow, MaxFlow,  Areas, Zones,
    30,30,994967 21INR0428S2  34.5  999639 NABCG2_MPT2  34.5  1 ,DB_ID_40268,     1195.0,    167.0,-1028.03,  715.59,    1.0000,2NoFix,    1,GenPock_NoHelp,Prim,  30,     0.0, -0.0000,     0.0,       0.0,       0.0,     140.9,       0.0,    1,    0,    0.0000,    0.9888,    0.0000,    0.0000,    1195.0,    1334.4,   1,   1
    31,31,999639 NABCG2_MPT2  34.5  996967 21INR0428D2   345  1 ,DB_ID_40268,     1195.0,    167.0,-1027.96,  715.54,    1.0000,2NoFix,    1,GenPock_NoHelp,Secd,  30,     0.0, -0.0000,     0.0,       0.0,       0.0,     140.9,       0.0,    1,    0,    0.0000,    0.9888,    0.0000,    0.0000,    1195.0,    1334.3,   1,   1
    47,47,994967 21INR0428S2  34.5  999639 NABCG2_MPT2  34.5  1 ,DB_ID_41313,     1062.6,    167.0, -895.55,  636.26,    1.0000,2NoFix,    1,GenPock_NoHelp,Secd,  30,     0.0, -0.0000,     0.0,       0.0,       0.0,     140.9,       0.0,    1,    0,    0.0000,    0.9915,    0.0000,    0.0000,    1062.6,    1202.3,   1,   1
    48,48,999639 NABCG2_MPT2  34.5  996967 21INR0428D2   345  1 ,DB_ID_41313,     1062.5,    167.0, -895.48,  636.22,    1.0000,2NoFix,    1,GenPock_NoHelp,Secd,  30,     0.0, -0.0000,     0.0,       0.0,       0.0,     140.9,       0.0,    1,    0,    0.0000,    0.9915,    0.0000,    0.0000,    1062.5,    1202.2,   1,   1
   162,162,994967 21INR0428S2  34.5  999639 NABCG2_MPT2  34.5  1 ,DB_ID_40229,      863.9,    167.0, -696.87,  517.29,    1.0000,2NoFix,    1,GenPock_NoHelp,Secd,  30,     0.0, -0.0000,     0.0,       0.0,       0.0,     140.9,       0.0,    1,    0,    0.0000,    0.9928,    0.0000,    0.0000,     863.9,    1003.8,   1,   1
   163,163,999639 NABCG2_MPT2  34.5  996967 21INR0428D2   345  1 ,DB_ID_40229,      863.8,    167.0, -696.80,  517.24,    1.0000,2NoFix,    1,GenPock_NoHelp,Secd,  30,     0.0, -0.0000,     0.0,       0.0,       0.0,     140.9,       0.0,    1,    0,    0.0000,    0.9928,    0.0000,    0.0000,     863.8,    1003.7,   1,   1
   171,171,994967 21INR0428S2  34.5  999639 NABCG2_MPT2  34.5  1 ,DB_ID_40777,      852.4,    167.0, -685.43,  510.44,    1.0000,2NoFix,    1,GenPock_NoHelp,Secd,  30,     0.0, -0.0000,     0.0,       0.0,       0.0,     140.9,       0.0,    1,    0,    0.0000,    0.9942,    0.0000,    0.0000,     852.4,     992.5,   1,   1
   172,172,999639 NABCG2_MPT2  34.5  996967 21INR0428D2   345  1 ,DB_ID_40777,      852.4,    167.0, -685.36,  510.40,    1.0000,2NoFix,    1,GenPock_NoHelp,Secd,  30,     0.0, -0.0000,     0.0,       0.0,       0.0,     140.9,       0.0,    1,    0,    0.0000,    0.9942,    0.0000,    0.0000,     852.4,     992.5,   1,   1
   224,224,994967 21INR0428S2  34.5  999639 NABCG2_MPT2  34.5  1 ,DB_ID_41538,      822.5,    167.0, -655.49,  492.51,    1.0000,2NoFix,    1,GenPock_NoHelp,Secd,  30,     0.0, -0.0000,     0.0,       0.0,       0.0,     140.9,       0.0,    1,    0,    0.0000,    0.9951,    0.0000,    0.0000,     822.5,     962.7,   1,   1
   225,225,999639 NABCG2_MPT2  34.5  996967 21INR0428D2   345  1 ,DB_ID_41538,      822.4,    167.0, -655.42,  492.47,    1.0000,2NoFix,    1,GenPock_NoHelp,Secd,  30,     0.0, -0.0000,     0.0,       0.0,       0.0,     140.9,       0.0,    1,    0,    0.0000,    0.9951,    0.0000,    0.0000,     822.4,     962.6,   1,   1
